city_name	state_abbrev	county_name	latitude	longitude	timezone	dst	zipcodes	year_incorporated	year_founded
Angie	LA	Washington Parish	30.932125	-89.86251	-6	1	70426,70467		
Bogalusa	LA	Washington Parish	30.762908	-89.87774	-6	1	70427,70429		
Sun	LA	Saint Tammany Parish	30.591363	-89.941408	-6	1	70428,70463		
Bush	LA	Saint Tammany Parish	30.613004	-89.93089	-6	1	70431		
Covington	LA	Saint Tammany Parish	30.496278	-90.131145	-6	1	70432,70433,70434,70435		
Fluker	LA	Tangipahoa Parish	30.793858	-90.51026	-6	1	70436		
Folsom	LA	Saint Tammany Parish	30.616777	-90.1898	-6	1	70437		
Franklinton	LA	Washington Parish	30.844465	-90.12066	-6	1	70438,70499		
Mandeville	LA	Saint Tammany Parish	30.375852	-90.07828	-6	1	70440,70448,70470,70471		
Greensburg	LA	Saint Helena Parish	30.867259	-90.74688	-6	1	70441		
Husser	LA	Tangipahoa Parish	30.686968	-90.32332	-6	1	70442		
Independence	LA	Tangipahoa Parish	30.628735	-90.51744	-6	1	70443		
Kentwood	LA	Tangipahoa Parish	30.923938	-90.50206	-6	1	70444		
Lacombe	LA	Saint Tammany Parish	30.327126	-89.93118	-6	1	70445		
Loranger	LA	Tangipahoa Parish	30.623502	-90.35689	-6	1	70446		
Madisonville	LA	Saint Tammany Parish	30.424049	-90.18519	-6	1	70447		
Maurepas	LA	Livingston Parish	30.272335	-90.72701	-6	1	70449		
Mount Hermon	LA	Washington Parish	30.944302	-90.26252	-6	1	70450		
Natalbany	LA	Tangipahoa Parish	30.546528	-90.48375	-6	1	70451		
Pearl River	LA	Saint Tammany Parish	30.401481	-89.76917	-6	1	70452		
Pine Grove	LA	Saint Helena Parish	30.702471	-90.77604	-6	1	70453		
Ponchatoula	LA	Tangipahoa Parish	30.427599	-90.41728	-6	1	70454,70494		
Robert	LA	Tangipahoa Parish	30.520782	-90.30638	-6	1	70455		
Roseland	LA	Tangipahoa Parish	30.769493	-90.51064	-6	1	70456		
Saint Benedict	LA	Saint Tammany Parish	30.42551	-89.881256	-6	1	70457		
Slidell	LA	Saint Tammany Parish	30.269565	-89.77587	-6	1	70458,70459,70460,70461,70469		
Springfield	LA	Livingston Parish	30.386031	-90.57297	-6	1	70462		
Talisheek	LA	Saint Tammany Parish	30.534785	-89.88582	-6	1	70464		
Tangipahoa	LA	Tangipahoa Parish	30.875453	-90.51254	-6	1	70465		
Tickfaw	LA	Tangipahoa Parish	30.560995	-90.50196	-6	1	70466		
Lafayette	LA	Lafayette Parish	30.2334	-92.00959	-6	1	70501,70502,70503,70504,70505,70506,70507,70508,70509,70593,70596,70598		1821
Abbeville	LA	Vermilion Parish	29.943573	-92.14872	-6	1	70510,70511	1850	1843
Arnaudville	LA	Saint Landry Parish	30.411741	-91.91702	-6	1	70512		
Avery Island	LA	Iberia Parish	29.907136	-91.90578	-6	1	70513		
Baldwin	LA	Saint Mary Parish	29.841827	-91.54679	-6	1	70514		
Basile	LA	Evangeline Parish	30.47461	-92.58568	-6	1	70515		
Branch	LA	Acadia Parish	30.365586	-92.30363	-6	1	70516		
Breaux Bridge	LA	Saint Martin Parish	30.301254	-91.86169	-6	1	70517		
Broussard	LA	Lafayette Parish	30.134801	-91.95251	-6	1	70518		
Cade	LA	Saint Martin Parish	30.079692	-91.911387	-6	1	70519		
Carencro	LA	Lafayette Parish	30.327199	-92.0433	-6	1	70520		
Cecilia	LA	Saint Martin Parish	30.336379	-91.84786	-6	1	70521		
Centerville	LA	Saint Mary Parish	29.75226	-91.439679	-6	1	70522		
Charenton	LA	Saint Mary Parish	29.883266	-91.5301	-6	1	70523		
Chataignier	LA	Evangeline Parish	30.566122	-92.32115	-6	1	70524		
Church Point	LA	Acadia Parish	30.414588	-92.21772	-6	1	70525		
Crowley	LA	Acadia Parish	30.213767	-92.37921	-6	1	70526,70527		
Delcambre	LA	Vermilion Parish	29.945707	-91.98682	-6	1	70528		
Duson	LA	Lafayette Parish	30.198258	-92.16211	-6	1	70529		
Egan	LA	Acadia Parish	30.237007	-92.51199	-6	1	70531		
Elton	LA	Jefferson Davis Parish	30.477275	-92.69691	-6	1	70532,70832		
Erath	LA	Vermilion Parish	29.941157	-92.03811	-6	1	70533		
Estherwood	LA	Acadia Parish	30.182784	-92.46576	-6	1	70534		
Eunice	LA	Saint Landry Parish	30.492895	-92.41578	-6	1	70535		
Evangeline	LA	Acadia Parish	30.261809	-92.5677	-6	1	70537		
Franklin	LA	Saint Mary Parish	29.759314	-91.52561	-6	1	70538		
Garden City	LA	Saint Mary Parish	29.761665	-91.46569	-6	1	70540		
Grand Coteau	LA	Saint Landry Parish	30.419571	-92.04753	-6	1	70541		
Gueydan	LA	Vermilion Parish	30.005408	-92.54417	-6	1	70542		
Iota	LA	Acadia Parish	30.328683	-92.49549	-6	1	70543		
Jeanerette	LA	Iberia Parish	29.910582	-91.6698	-6	1	70544		
Jennings	LA	Jefferson Davis Parish	30.242533	-92.66375	-6	1	70546		
Kaplan	LA	Vermilion Parish	29.984184	-92.3207	-6	1	70548		
Lake Arthur	LA	Jefferson Davis Parish	30.082515	-92.72596	-6	1	70549		
Lawtell	LA	Saint Landry Parish	30.517709	-92.1835	-6	1	70550		
Leonville	LA	Saint Landry Parish	30.475194	-91.973736	-6	1	70551		
Loreauville	LA	Iberia Parish	30.076638	-91.71294	-6	1	70552		
Mamou	LA	Evangeline Parish	30.63	-92.42652	-6	1	70554		
Maurice	LA	Vermilion Parish	30.101305	-92.13152	-6	1	70555		
Mermentau	LA	Acadia Parish	30.188258	-92.57614	-6	1	70556		
Milton	LA	Lafayette Parish	30.101464	-92.06338	-6	1	70558		
Morse	LA	Acadia Parish	30.142775	-92.51166	-6	1	70559		
New Iberia	LA	Iberia Parish	29.975453	-91.84073	-6	1	70560,70562,70563		1779
Lydia	LA	Iberia Parish	29.909643	-91.812552	-6	1	70569		
Opelousas	LA	Saint Landry Parish	30.530965	-92.09521	-6	1	70570,70571		
Perry	LA	Vermilion Parish	29.866543	-92.158982	-6	1	70575		
Pine Prairie	LA	Evangeline Parish	30.781744	-92.41968	-6	1	70576		
Port Barre	LA	Saint Landry Parish	30.549089	-91.93006	-6	1	70577		
Rayne	LA	Acadia Parish	30.234581	-92.26431	-6	1	70578		
Reddell	LA	Evangeline Parish	30.675449	-92.42562	-6	1	70580		
Roanoke	LA	Jefferson Davis Parish	30.24711	-92.73951	-6	1	70581		
Saint Martinville	LA	Saint Martin Parish	30.148473	-91.8003	-6	1	70582		
Scott	LA	Lafayette Parish	30.244311	-92.10099	-6	1	70583		
Sunset	LA	Saint Landry Parish	30.394648	-92.07786	-6	1	70584		
Turkey Creek	LA	Evangeline Parish	30.871853	-92.40532	-6	1	70585		
Ville Platte	LA	Evangeline Parish	30.710639	-92.30628	-6	1	70586		
Washington	LA	Saint Landry Parish	30.653805	-92.05479	-6	1	70589		
Welsh	LA	Jefferson Davis Parish	30.246368	-92.83199	-6	1	70591		
Youngsville	LA	Lafayette Parish	30.103107	-91.99993	-6	1	70592,70952		
Lake Charles	LA	Calcasieu Parish	30.226399	-93.20496	-6	1	70601,70602,70605,70606,70607,70609,70611,70612,70615,70616,70629		1861
Bell City	LA	Calcasieu Parish	30.077002	-93.03224	-6	1	70630		
Cameron	LA	Cameron Parish	29.778234	-93.40907	-6	1	70631		
Creole	LA	Cameron Parish	29.836547	-93.0363	-6	1	70632		
Dequincy	LA	Calcasieu Parish	30.44431	-93.41221	-6	1	70633		
Deridder	LA	Beauregard Parish	30.835881	-93.27071	-6	1	70634		
Dry Creek	LA	Beauregard Parish	30.685067	-92.98065	-6	1	70637		
Elizabeth	LA	Allen Parish	30.86741	-92.79442	-6	1	70638		
Evans	LA	Vernon Parish	30.994164	-93.49998	-6	1	70639		
Fenton	LA	Jefferson Davis Parish	30.366126	-92.91837	-6	1	70640		
Grand Chenier	LA	Cameron Parish	29.77124	-92.88732	-6	1	70643		
Grant	LA	Allen Parish	30.799893	-92.94408	-6	1	70644		
Hackberry	LA	Cameron Parish	29.995358	-93.37575	-6	1	70645		
Hayes	LA	Calcasieu Parish	30.107308	-92.91992	-6	1	70646		1832
Iowa	LA	Calcasieu Parish	30.243213	-93.00386	-6	1	70647		
Kinder	LA	Allen Parish	30.494379	-92.85992	-6	1	70648		
Lacassine	LA	Jefferson Davis Parish	30.235892	-92.91527	-6	1	70650		
Leblanc	LA	Allen Parish	30.518729	-92.96199	-6	1	70651		
Longville	LA	Beauregard Parish	30.599065	-93.2561	-6	1	70652		
Merryville	LA	Beauregard Parish	30.685274	-93.55827	-6	1	70653		
Mittie	LA	Allen Parish	30.710561	-92.89081	-6	1	70654		
Oberlin	LA	Allen Parish	30.620456	-92.74582	-6	1	70655		
Pitkin	LA	Vernon Parish	30.937089	-92.94802	-6	1	70656		
Ragley	LA	Beauregard Parish	30.472103	-93.13957	-6	1	70657		
Reeves	LA	Allen Parish	30.518748	-93.02735	-6	1	70658		
Rosepine	LA	Vernon Parish	30.921274	-93.28194	-6	1	70659		
Singer	LA	Beauregard Parish	30.586251	-93.42135	-6	1	70660		
Starks	LA	Calcasieu Parish	30.338939	-93.66472	-6	1	70661		
Sugartown	LA	Beauregard Parish	30.811926	-93.00582	-6	1	70662		
Sulphur	LA	Calcasieu Parish	30.245205	-93.3636	-6	1	70663,70664,70665		
Vinton	LA	Calcasieu Parish	30.183689	-93.59815	-6	1	70668		
Westlake	LA	Calcasieu Parish	30.251665	-93.27047	-6	1	70669		
Baker	LA	East Baton Rouge Parish	30.51589	-91.080373	-6	1	70704,70714		
Denham Springs	LA	Livingston Parish	30.608471	-90.92758	-6	1	70706,70726,70727		
Gonzales	LA	Ascension Parish	30.204707	-90.869481	-6	1	70707,70737		
Addis	LA	West Baton Rouge Parish	30.350306	-91.26121	-6	1	70710		
Albany	LA	Livingston Parish	30.508318	-90.58546	-6	1	70711		
Angola	LA	West Feliciana Parish	30.949066	-91.59294	-6	1	70712		
Batchelor	LA	Pointe Coupee Parish	30.822847	-91.70531	-6	1	70715		
Brittany	LA	Ascension Parish	30.201004	-90.868876	-6	1	70718		
Brusly	LA	West Baton Rouge Parish	30.384402	-91.25549	-6	1	70719		
Carville	LA	Iberville Parish	30.216906	-91.07975	-6	1	70721		
Clinton	LA	East Feliciana Parish	30.823174	-90.921	-6	1	70722		
Convent	LA	Saint James Parish	30.063433	-90.84644	-6	1	70723		
Darrow	LA	Ascension Parish	30.130584	-90.95909	-6	1	70725		
Duplessis	LA	Ascension Parish	30.295446	-90.945836	-6	1	70728		
Erwinville	LA	West Baton Rouge Parish	30.546033	-91.41898	-6	1	70729		
Ethel	LA	East Feliciana Parish	30.810733	-91.11541	-6	1	70730		
Fordoche	LA	Pointe Coupee Parish	30.605673	-91.61612	-6	1	70732		
French Settlement	LA	Livingston Parish	30.307865	-90.80054	-6	1	70733		
Geismar	LA	Ascension Parish	30.211172	-91.00875	-6	1	70734		
Glynn	LA	Pointe Coupee Parish	30.633678	-91.33786	-6	1	70736		
Burnside	LA	Ascension Parish	30.204707	-90.869481	-6	1	70738		
Greenwell Springs	LA	East Baton Rouge Parish	30.585687	-90.98014	-6	1	70739		
Grosse Tete	LA	Iberville Parish	30.399271	-91.42148	-6	1	70740		
Hester	LA	Saint James Parish	30.019278	-90.77619	-6	1	70743		
Holden	LA	Livingston Parish	30.535477	-90.67464	-6	1	70744		
Innis	LA	Pointe Coupee Parish	30.878083	-91.67672	-6	1	70747		
Jackson	LA	East Feliciana Parish	30.826285	-91.22812	-6	1	70748		
Jarreau	LA	Pointe Coupee Parish	30.622391	-91.41468	-6	1	70749		
Krotz Springs	LA	Saint Landry Parish	30.514159	-91.74246	-6	1	70750		
Lakeland	LA	Pointe Coupee Parish	30.587852	-91.39994	-6	1	70752		
Lettsworth	LA	Pointe Coupee Parish	30.917437	-91.7126	-6	1	70753		
Livingston	LA	Livingston Parish	30.447866	-90.75228	-6	1	70754		
Livonia	LA	Pointe Coupee Parish	30.568308	-91.55075	-6	1	70755		
Lottie	LA	Pointe Coupee Parish	30.548421	-91.6325	-6	1	70756		
Maringouin	LA	Iberville Parish	30.483791	-91.51619	-6	1	70757		
Morganza	LA	Pointe Coupee Parish	30.720494	-91.58029	-6	1	70759		
New Roads	LA	Pointe Coupee Parish	30.700337	-91.44032	-6	1	70760		
Norwood	LA	East Feliciana Parish	30.972292	-91.07895	-6	1	70761		
Oscar	LA	Pointe Coupee Parish	30.609979	-91.46181	-6	1	70762		
Paulina	LA	Saint James Parish	30.03318	-90.73674	-6	1	70763		
Plaquemine	LA	Iberville Parish	30.270694	-91.24853	-6	1	70764,70765		
Port Allen	LA	West Baton Rouge Parish	30.473536	-91.26324	-6	1	70767		
Prairieville	LA	Ascension Parish	30.31144	-90.93955	-6	1	70769		
Pride	LA	East Baton Rouge Parish	30.642585	-90.99489	-6	1	70770		
Rosedale	LA	Iberville Parish	30.439483	-91.46806	-6	1	70772		
Rougon	LA	Pointe Coupee Parish	30.613588	-91.36361	-6	1	70773		
Saint Amant	LA	Ascension Parish	30.212699	-90.81947	-6	1	70774		
Saint Francisville	LA	West Feliciana Parish	30.857355	-91.37308	-6	1	70775		
Saint Gabriel	LA	Iberville Parish	30.264611	-91.09595	-6	1	70776		
Slaughter	LA	East Feliciana Parish	30.722133	-91.10915	-6	1	70777		
Sorrento	LA	Ascension Parish	30.182068	-90.85707	-6	1	70778		
Sunshine	LA	Iberville Parish	30.287104	-91.15362	-6	1	70780		
Tunica	LA	West Feliciana Parish	30.934986	-91.53701	-6	1	70782		
Ventress	LA	Pointe Coupee Parish	30.680083	-91.39852	-6	1	70783		
Wakefield	LA	West Feliciana Parish	30.917453	-91.358149	-6	1	70784		
Walker	LA	Livingston Parish	30.521962	-90.84035	-6	1	70785		
Watson	LA	Livingston Parish	30.550219	-90.958219	-6	1	70786		
Weyanoke	LA	West Feliciana Parish	30.962103	-91.47351	-6	1	70787		
White Castle	LA	Iberville Parish	30.153959	-91.1593	-6	1	70788		
Wilson	LA	East Feliciana Parish	30.925815	-91.09672	-6	1	70789		
Zachary	LA	East Baton Rouge Parish	30.655578	-91.14015	-6	1	70791		
Uncle Sam	LA	Saint James Parish	30.027914	-90.802759	-6	1	70792		
Baton Rouge	LA	East Baton Rouge Parish	30.44884	-91.18633	-6	1	70801,70802,70803,70804,70805,70806,70807,70808,70809,70810,70811,70812,70813,70814,70815,70816,70817,70818,70819,70820,70821,70822,70823,70825,70826,70827,70831,70833,70835,70836,70837,70848,70874,70879,70883,70884,70892,70893,70894,70895,70896,70898	1817	1719
Arcadia	LA	Bienville Parish	32.57761	-92.9062	-6	1	71001		
Ashland	LA	Natchitoches Parish	32.129489	-93.08273	-6	1	71002		
Athens	LA	Claiborne Parish	32.642811	-93.01709	-6	1	71003		
Belcher	LA	Caddo Parish	32.765739	-93.88028	-6	1	71004		
Benton	LA	Bossier Parish	32.697056	-93.6991	-6	1	71006		
Bethany	LA	Caddo Parish	32.420611	-94.00923	-6	1	71007		
Bienville	LA	Bienville Parish	32.331964	-92.95173	-6	1	71008		
Blanchard	LA	Caddo Parish	32.579853	-93.89317	-6	1	71009		
Castor	LA	Bienville Parish	32.204949	-93.10383	-6	1	71016,71076		
Cotton Valley	LA	Webster Parish	32.803257	-93.40802	-6	1	71018		
Coushatta	LA	Red River Parish	32.050033	-93.31928	-6	1	71019		
Cullen	LA	Webster Parish	32.969535	-93.44959	-6	1	71021		
Doyline	LA	Webster Parish	32.487485	-93.39035	-6	1	71023		
Dubberly	LA	Webster Parish	32.502528	-93.21326	-6	1	71024		
Frierson	LA	De Soto Parish	32.234006	-93.69008	-6	1	71027		
Gibsland	LA	Bienville Parish	32.518748	-93.05705	-6	1	71028		
Gilliam	LA	Caddo Parish	32.828541	-93.83918	-6	1	71029		
Gloster	LA	De Soto Parish	32.191147	-93.8191	-6	1	71030		
Goldonna	LA	Natchitoches Parish	32.01716	-92.9059	-6	1	71031		
Grand Cane	LA	De Soto Parish	32.110359	-93.78584	-6	1	71032		
Greenwood	LA	Caddo Parish	32.453029	-93.99683	-6	1	71033		
Hall Summit	LA	Red River Parish	32.176112	-93.30398	-6	1	71034		
Haughton	LA	Bossier Parish	32.569798	-93.55133	-6	1	71037		
Haynesville	LA	Claiborne Parish	32.954851	-93.11344	-6	1	71038		
Heflin	LA	Webster Parish	32.429157	-93.29549	-6	1	71039		
Homer	LA	Claiborne Parish	32.78288	-93.03176	-6	1	71040		
Hosston	LA	Caddo Parish	32.890777	-93.87995	-6	1	71043		
Ida	LA	Caddo Parish	32.983957	-93.89254	-6	1	71044		
Jamestown	LA	Bienville Parish	32.342739	-93.16075	-6	1	71045,71095		
Keatchie	LA	De Soto Parish	32.168532	-93.95402	-6	1	71046		
Keithville	LA	Caddo Parish	32.309864	-93.87089	-6	1	71047		
Lisbon	LA	Claiborne Parish	32.830135	-92.85568	-6	1	71048		
Logansport	LA	De Soto Parish	31.991863	-93.98356	-6	1	71049		
Longstreet	LA	De Soto Parish	32.117539	-93.913834	-6	1	71050		
Elm Grove	LA	Bossier Parish	32.31718	-93.50366	-6	1	71051		
Mansfield	LA	De Soto Parish	32.031067	-93.68585	-6	1	71052,71059		
Minden	LA	Webster Parish	32.631009	-93.28751	-6	1	71055,71058		1836
Mooringsport	LA	Caddo Parish	32.679068	-93.97534	-6	1	71060		
Oil City	LA	Caddo Parish	32.748354	-93.97188	-6	1	71061		
Pelican	LA	De Soto Parish	31.920574	-93.48365	-6	1	71063		
Plain Dealing	LA	Bossier Parish	32.913383	-93.68912	-6	1	71064		
Pleasant Hill	LA	Sabine Parish	31.810803	-93.5082	-6	1	71065		
Powhatan	LA	Natchitoches Parish	31.874172	-93.19719	-6	1	71066		
Princeton	LA	Bossier Parish	32.596886	-93.5026	-6	1	71067		
Ringgold	LA	Bienville Parish	32.304429	-93.33008	-6	1	71068		
Rodessa	LA	Caddo Parish	32.978828	-93.99733	-6	1	71069		
Saline	LA	Bienville Parish	32.122435	-92.98414	-6	1	71070		
Sarepta	LA	Webster Parish	32.924798	-93.45295	-6	1	71071		
Shongaloo	LA	Webster Parish	32.941481	-93.3102	-6	1	71072		
Sibley	LA	Webster Parish	32.535107	-93.30297	-6	1	71073		
Springhill	LA	Webster Parish	32.994597	-93.45992	-6	1	71075		
Stonewall	LA	De Soto Parish	32.278422	-93.79469	-6	1	71078		
Summerfield	LA	Claiborne Parish	32.937726	-92.80471	-6	1	71079		
Taylor	LA	Bienville Parish	32.366002	-93.101086	-6	1	71080		
Vivian	LA	Caddo Parish	32.849008	-93.97599	-6	1	71082		
Shreveport	LA	Caddo Parish	32.505352	-93.74861	-6	1	71101,71102,71103,71104,71105,71106,71107,71108,71109,71115,71118,71119,71120,71129,71130,71133,71134,71135,71136,71137,71138,71148,71149,71151,71152,71153,71154,71156,71161,71162,71163,71164,71165,71166	1839	1836
Bossier City	LA	Bossier Parish	32.552315	-93.70836	-6	1	71111,71112,71113,71171,71172		1907
Monroe	LA	Ouachita Parish	32.519393	-92.10755	-6	1	71201,71202,71203,71207,71208,71209,71210,71211,71212,71213		
Archibald	LA	Richland Parish	32.350427	-91.7722	-6	1	71218		
Baskin	LA	Franklin Parish	32.308243	-91.71527	-6	1	71219		
Bastrop	LA	Morehouse Parish	32.814969	-91.90678	-6	1	71220,71221		
Bernice	LA	Union Parish	32.829213	-92.65296	-6	1	71222		
Bonita	LA	Morehouse Parish	32.919093	-91.67737	-6	1	71223		
Calhoun	LA	Ouachita Parish	32.507942	-92.34923	-6	1	71225		
Chatham	LA	Jackson Parish	32.277816	-92.45283	-6	1	71226		
Choudrant	LA	Lincoln Parish	32.533389	-92.49164	-6	1	71227		
Collinston	LA	Morehouse Parish	32.678312	-91.89546	-6	1	71229		
Crowville	LA	Franklin Parish	32.138935	-91.691899	-6	1	71230		
Delhi	LA	Richland Parish	32.438621	-91.50809	-6	1	71232		
Delta	LA	Madison Parish	32.341594	-91.216458	-6	1	71233		
Downsville	LA	Union Parish	32.641967	-92.3529	-6	1	71234		
Dubach	LA	Lincoln Parish	32.683644	-92.67179	-6	1	71235		
Epps	LA	West Carroll Parish	32.597244	-91.47664	-6	1	71237		
Eros	LA	Ouachita Parish	32.361562	-92.37517	-6	1	71238		
Fairbanks	LA	Ouachita Parish	32.490777	-92.159354	-6	1	71240		
Farmerville	LA	Union Parish	32.764289	-92.37657	-6	1	71241		
Forest	LA	West Carroll Parish	32.82388	-91.398944	-6	1	71242		
Fort Necessity	LA	Franklin Parish	31.950754	-91.78463	-6	1	71243		
Grambling	LA	Lincoln Parish	32.526277	-92.71794	-6	1	71245		
Hodge	LA	Jackson Parish	32.272141	-92.72489	-6	1	71247		
Jigger	LA	Franklin Parish	32.138935	-91.691899	-6	1	71249		
Jones	LA	Morehouse Parish	32.978295	-91.61945	-6	1	71250		
Jonesboro	LA	Jackson Parish	32.229884	-92.69763	-6	1	71251		
Kilbourne	LA	West Carroll Parish	32.995821	-91.31686	-6	1	71253		
Lake Providence	LA	East Carroll Parish	32.806899	-91.20759	-6	1	71254		
Lillie	LA	Union Parish	32.957004	-92.70152	-6	1	71256		
Mangham	LA	Richland Parish	32.286179	-91.80804	-6	1	71259		
Marion	LA	Union Parish	32.885372	-92.23581	-6	1	71260		
Mer Rouge	LA	Morehouse Parish	32.770852	-91.74361	-6	1	71261		
Oak Grove	LA	West Carroll Parish	32.887552	-91.4107	-6	1	71263		
Oak Ridge	LA	Morehouse Parish	32.601149	-91.79917	-6	1	71264		
Pioneer	LA	West Carroll Parish	32.714211	-91.45776	-6	1	71266		
Quitman	LA	Jackson Parish	32.341112	-92.72027	-6	1	71268		
Rayville	LA	Richland Parish	32.457301	-91.78754	-6	1	71269		
Ruston	LA	Lincoln Parish	32.52476	-92.64696	-6	1	71270,71272,71273	1885	
Simsboro	LA	Lincoln Parish	32.513699	-92.80633	-6	1	71275		
Sondheimer	LA	East Carroll Parish	32.582205	-91.11541	-6	1	71276		
Spearsville	LA	Union Parish	32.957393	-92.57935	-6	1	71277		
Start	LA	Richland Parish	32.49191	-91.856326	-6	1	71279		
Sterlington	LA	Ouachita Parish	32.700356	-92.08283	-6	1	71280		
Swartz	LA	Ouachita Parish	32.490777	-92.159354	-6	1	71281		
Tallulah	LA	Madison Parish	32.397286	-91.17657	-6	1	71282,71284		
Transylvania	LA	East Carroll Parish	32.660116	-91.20531	-6	1	71286		
West Monroe	LA	Ouachita Parish	32.526944	-92.1599	-6	1	71291,71292,71294		
Winnsboro	LA	Franklin Parish	32.156791	-91.72874	-6	1	71295		
Alexandria	LA	Rapides Parish	31.294532	-92.46015	-6	1	71301,71302,71303,71306,71307,71309,71315		
Acme	LA	Concordia Parish	31.252471	-91.77031	-6	1	71316		
Bordelonville	LA	Avoyelles Parish	31.1741	-91.72501	-6	1	71320		
Bunkie	LA	Avoyelles Parish	30.920328	-92.16809	-6	1	71322		
Center Point	LA	Avoyelles Parish	31.247945	-92.21624	-6	1	71323		
Chase	LA	Franklin Parish	32.138935	-91.691899	-6	1	71324		
Cheneyville	LA	Rapides Parish	30.996931	-92.32228	-6	1	71325		
Clayton	LA	Concordia Parish	31.755985	-91.57852	-6	1	71326		
Cottonport	LA	Avoyelles Parish	30.98676	-92.04319	-6	1	71327		
Deville	LA	Rapides Parish	31.365331	-92.19546	-6	1	71328		
Dupont	LA	Avoyelles Parish	31.095889	-91.97899	-6	1	71329		
Echo	LA	Rapides Parish	31.110171	-92.23657	-6	1	71330		
Effie	LA	Avoyelles Parish	31.21968	-92.07345	-6	1	71331		
Evergreen	LA	Avoyelles Parish	30.930026	-92.08955	-6	1	71333		
Ferriday	LA	Concordia Parish	31.667978	-91.51382	-6	1	71334		
Gilbert	LA	Franklin Parish	32.037425	-91.64475	-6	1	71336		
Hamburg	LA	Avoyelles Parish	31.024614	-91.92715	-6	1	71339		
Harrisonburg	LA	Catahoula Parish	31.765818	-91.82382	-6	1	71340		
Hessmer	LA	Avoyelles Parish	31.060792	-92.15702	-6	1	71341		
Jena	LA	La Salle Parish	31.654792	-92.12872	-6	1	71342		
Jonesville	LA	Catahoula Parish	31.586986	-91.86725	-6	1	71343		
Lebeau	LA	Saint Landry Parish	30.728695	-91.9727	-6	1	71345		
Lecompte	LA	Rapides Parish	31.114462	-92.40455	-6	1	71346		
Libuse	LA	Rapides Parish	31.203393	-92.526927	-6	1	71348		
Mansura	LA	Avoyelles Parish	31.067379	-92.05447	-6	1	71350		
Marksville	LA	Avoyelles Parish	31.140727	-92.08056	-6	1	71351		
Melville	LA	Saint Landry Parish	30.698425	-91.75288	-6	1	71353		
Monterey	LA	Concordia Parish	31.381317	-91.76914	-6	1	71354		
Moreauville	LA	Avoyelles Parish	31.05305	-91.91001	-6	1	71355		
Morrow	LA	Saint Landry Parish	30.835875	-92.06564	-6	1	71356		
Newellton	LA	Tensas Parish	32.090387	-91.24121	-6	1	71357		
Palmetto	LA	Saint Landry Parish	30.717386	-91.89085	-6	1	71358		
Pineville	LA	Rapides Parish	31.203393	-92.526927	-6	1	71359,71360,71361		
Plaucheville	LA	Avoyelles Parish	30.945975	-91.95294	-6	1	71362		
Rhinehart	LA	Catahoula Parish	31.596272	-91.77941	-6	1	71363		
Ruby	LA	Rapides Parish	31.203393	-92.526927	-6	1	71365		
Saint Joseph	LA	Tensas Parish	31.924224	-91.31265	-6	1	71366		
Saint Landry	LA	Evangeline Parish	30.895994	-92.3126	-6	1	71367		
Sicily Island	LA	Catahoula Parish	31.85889	-91.67463	-6	1	71368		
Simmesport	LA	Avoyelles Parish	30.966506	-91.82242	-6	1	71369		
Trout	LA	La Salle Parish	31.695553	-92.22751	-6	1	71371		
Vidalia	LA	Concordia Parish	31.540784	-91.48698	-6	1	71373		
Waterproof	LA	Tensas Parish	31.796575	-91.4343	-6	1	71375		
Wildsville	LA	Concordia Parish	31.615767	-91.78713	-6	1	71377		
Wisner	LA	Franklin Parish	31.938233	-91.70832	-6	1	71378		
Aimwell	LA	Catahoula Parish	31.769334	-91.97998	-6	1	71401		
Anacoco	LA	Vernon Parish	31.215039	-93.42301	-6	1	71403		
Atlanta	LA	Winn Parish	31.755314	-92.75474	-6	1	71404		
Ball	LA	Rapides Parish	31.415125	-92.394536	-6	1	71405		
Belmont	LA	Sabine Parish	31.733049	-93.51746	-6	1	71406		
Bentley	LA	Grant Parish	31.527479	-92.48404	-6	1	71407		
Boyce	LA	Rapides Parish	31.332031	-92.67485	-6	1	71409		
Calvin	LA	Winn Parish	31.963299	-92.77985	-6	1	71410		
Campti	LA	Natchitoches Parish	31.903462	-93.09805	-6	1	71411		
Clarence	LA	Natchitoches Parish	31.817257	-93.02552	-6	1	71414		
Clarks	LA	Caldwell Parish	32.026445	-92.13951	-6	1	71415		
Cloutierville	LA	Natchitoches Parish	31.541077	-92.89842	-6	1	71416		
Colfax	LA	Grant Parish	31.5254	-92.6815	-6	1	71417		1869
Columbia	LA	Caldwell Parish	32.130124	-92.06755	-6	1	71418		
Converse	LA	Sabine Parish	31.80442	-93.71835	-6	1	71419		
Dodson	LA	Winn Parish	32.08115	-92.63979	-6	1	71422		
Dry Prong	LA	Grant Parish	31.563093	-92.54954	-6	1	71423		
Elmer	LA	Rapides Parish	31.168617	-92.6977	-6	1	71424		
Enterprise	LA	Catahoula Parish	31.899409	-91.91043	-6	1	71425		
Fisher	LA	Sabine Parish	31.492622	-93.46457	-6	1	71426		
Flatwoods	LA	Rapides Parish	31.378139	-92.88735	-6	1	71427		
Flora	LA	Natchitoches Parish	31.612444	-93.097958	-6	1	71428		
Florien	LA	Sabine Parish	31.398236	-93.44422	-6	1	71429		
Forest Hill	LA	Rapides Parish	31.050239	-92.52474	-6	1	71430		
